adaptive,adaptivev2,imgt,tenx
TCRBV24-01*01,TCRBV24-01*01,TRBV24-1*01,TRBV24-1
TCRBV25,TCRBV25,TRBV25-1*01,TRBV25-1
TCRBV25*01,TCRBV25*01,TRBV25-1*01,TRBV25-1
TCRBV25-01,TCRBV25-01,TRBV25-1*01,TRBV25-1
TCRBV25-01*01,TCRBV25-01*01,TRBV25-1*01,TRBV25-1
TCRBV26,TCRBV26,TRBV26*01,TRBV26
TCRBV26*01,TCRBV26*01,TRBV26*01,TRBV26
TCRBV26*02,TCRBV26*02,TRBV26*02,TRBV26
TCRBV26-01,TCRBV26-01,TRBV26*01,TRBV26
TCRBV26-01*01,TCRBV26-01*01,TRBV26*01,TRBV26
TCRBV26-01*02,TCRBV26-01*02,TRBV26*02,TRBV26
TCRBV27,TCRBV27,TRBV27*01,TRBV27
TCRBV27*01,TCRBV27*01,TRBV27*01,TRBV27
TCRBV27*02,TCRBV27*02,TRBV27*02,TRBV27
TCRBV27-01,TCRBV27-01,TRBV27*01,TRBV27
TCRBV27-01*01,TCRBV27-01*01,TRBV27*01,TRBV27
TCRBV27-01*02,TCRBV27-01*02,TRBV27*02,TRBV27
TCRBV28,TCRBV28,TRBV28*01,TRBV28
TCRBV28*01,TCRBV28*01,TRBV28*01,TRBV28
TCRBV28-01,TCRBV28-01,TRBV28*01,TRBV28
TCRBV28-01*01,TCRBV28-01*01,TRBV28*01,TRBV28
TCRBV29,TCRBV29,TRBV29-1*01,TRBV29-1
TCRBV29*01,TCRBV29*01,TRBV29-1*01,TRBV29-1
TCRBV29*02,TCRBV29*02,TRBV29-1*02,TRBV29-1
TCRBV29-01,TCRBV29-01,TRBV29-1*01,TRBV29-1
TCRBV29-01*01,TCRBV29-01*01,TRBV29-1*01,TRBV29-1
TCRBV29-01*02,TCRBV29-01*02,TRBV29-1*02,TRBV29-1
TCRBV30,TCRBV30,TRBV30*01,TRBV30
TCRBV30*01,TCRBV30*01,TRBV30*01,TRBV30
TCRBV30-01,TCRBV30-01,TRBV30*01,TRBV30
TCRBV30-01*01,TCRBV30-01*01,TRBV30*01,TRBV30
TCRBVA,TCRBVA,TRBVA*01,TRBVA
TCRBVA*01,TCRBVA*01,TRBVA*01,TRBVA
TCRBVA-01,TCRBVA-01,TRBVA*01,TRBVA
TCRBVA-01*01,TCRBVA-01*01,TRBVA*01,TRBVA
TCRBVB,TCRBVB,TRBVB*01,TRBVB
TCRBVB*01,TCRBVB*01,TRBVB*01,TRBVB
TCRBVB-01,TCRBVB-01,TRBVB*01,TRBVB
TCRBVB-01*01,TCRBVB-01*01,TRBVB*01,TRBVB
TCRDD01,TCRDD01,TRDD1*01,TRDD1
TCRDD01*01,TCRDD01*01,TRDD1*01,TRDD1
TCRDD01-01,TCRDD01-01,TRDD1*01,TRDD1
TCRDD01-01*01,TCRDD01-01*01,TRDD1*01,TRDD1
TCRDD02,TCRDD02,TRDD2*01,TRDD2
TCRDD02*01,TCRDD02*01,TRDD2*01,TRDD2
TCRDD02-01,TCRDD02-01,TRDD2*01,TRDD2
TCRDD02-01*01,TCRDD02-01*01,TRDD2*01,TRDD2
TCRDD03,TCRDD03,TRDD3*01,TRDD3
TCRDD03*01,TCRDD03*01,TRDD3*01,TRDD3
TCRDD03-01,TCRDD03-01,TRDD3*01,TRDD3
TCRDD03-01*01,TCRDD03-01*01,TRDD3*01,TRDD3
TCRDD04,TCRDD04,TRDD4*01,TRDD4
TCRDD04*01,TCRDD04*01,TRDD4*01,TRDD4
TCRDD04-01,TCRDD04-01,TRDD4*01,TRDD4
TCRDD04-01*01,TCRDD04-01*01,TRDD4*01,TRDD4
TCRDJ01,TCRDJ01,TRDJ1*01,TRDJ1
TCRDJ01*01,TCRDJ01*01,TRDJ1*01,TRDJ1
TCRDJ01-01,TCRDJ01-01,TRDJ1*01,TRDJ1
TCRDJ01-01*01,TCRDJ01-01*01,TRDJ1*01,TRDJ1
TCRDJ02,TCRDJ02,TRDJ2*01,TRDJ2
TCRDJ02*01,TCRDJ02*01,TRDJ2*01,TRDJ2
TCRDJ02-01,TCRDJ02-01,TRDJ2*01,TRDJ2
TCRDJ02-01*01,TCRDJ02-01*01,TRDJ2*01,TRDJ2
TCRDJ03,TCRDJ03,TRDJ3*01,TRDJ3
TCRDJ03*01,TCRDJ03*01,TRDJ3*01,TRDJ3
TCRDJ03*02,TCRDJ03*02,TRDJ3*02,TRDJ3
TCRDJ03-01,TCRDJ03-01,TRDJ3*01,TRDJ3
TCRDJ03-01*01,TCRDJ03-01*01,TRDJ3*01,TRDJ3
TCRDJ03-01*02,TCRDJ03-01*02,TRDJ3*02,TRDJ3
TCRDJ04,TCRDJ04,TRDJ4*01,TRDJ4
TCRDJ04*01,TCRDJ04*01,TRDJ4*01,TRDJ4
TCRDJ04-01,TCRDJ04-01,TRDJ4*01,TRDJ4
TCRDJ04-01*01,TCRDJ04-01*01,TRDJ4*01,TRDJ4
TCRDV01,TCRDV01,TRDV1*01,TRDV1
TCRDV01*01,TCRDV01*01,TRDV1*01,TRDV1
TCRDV01*02,TCRDV01*02,TRDV1*02,TRDV1
TCRDV01-01,TCRDV01-01,TRDV1-1*01,TRDV1-1
TCRDV01-01*01,TCRDV01-01*01,TRDV1-1*01,TRDV1-1
TCRDV02,TCRDV02,TRDV2*01,TRDV2
TCRDV02*01,TCRDV02*01,TRDV2*01,TRDV2
TCRDV02*02,TCRDV02*02,TRDV2*02,TRDV2
TCRDV02-01,TCRDV02-01,TRDV2*01,TRDV2
TCRDV02-01*01,TCRDV02-01*01,TRDV2*01,TRDV2
TCRDV02-01*02,TCRDV02-01*02,TRDV2*02,TRDV2
TCRDV03,TCRDV03,TRDV3*01,TRDV3
TCRDV03*01,TCRDV03*01,TRDV3*01,TRDV3
TCRDV03*02,TCRDV03*02,TRDV3*02,TRDV3
TCRDV03-01,TCRDV03-01,TRDV3*01,TRDV3
TCRDV03-01*01,TCRDV03-01*01,TRDV3*01,TRDV3
TCRDV03-01*02,TCRDV03-01*02,TRDV3*02,TRDV3
TCRDV04,TCRDV04,TRDV4*01,TRDV4
TCRDV04*01,TCRDV04*01,TRDV4*01,TRDV4
TCRDV04-01,TCRDV04-01,TRDV4*01,TRDV4
TCRDV04-01*01,TCRDV04-01*01,TRDV4*01,TRDV4
TCRGJ01-01,TCRGJ01-01,TRGJ1-1*01,TRGJ1-1
TCRGJ01-01*01,TCRGJ01-01*01,TRGJ1-1*01,TRGJ1-1
TCRGJ01-02,TCRGJ01-02,TRGJ1-2*01,TRGJ1-2
TCRGJ01-02*01,TCRGJ01-02*01,TRGJ1-2*01,TRGJ1-2
TCRGJ02-01,TCRGJ02-01,TRGJ2-1*01,TRGJ2-1
TCRGJ02-01*01,TCRGJ02-01*01,TRGJ2-1*01,TRGJ2-1
TCRGJ02-02,TCRGJ02-02,TRGJ2-2*01,TRGJ2-2
TCRGJ02-02*01,TCRGJ02-02*01,TRGJ2-2*01,TRGJ2-2
TCRGJ02-03,TCRGJ02-03,TRGJ2-3*01,TRGJ2-3
TCRGJ02-03*01,TCRGJ02-03*01,TRGJ2-3*01,TRGJ2-3
TCRGV01,TCRGV01,TRGV1*01,TRGV1
TCRGV01*01,TCRGV01*01,TRGV1*01,TRGV1
TCRGV01-01,TCRGV01-01,TRGV1*01,TRGV1
TCRGV01-01*01,TCRGV01-01*01,TRGV1*01,TRGV1
TCRGV02,TCRGV02,TRGV2*01,TRGV2
TCRGV02*01,TCRGV02*01,TRGV2*01,TRGV2
TCRGV02-01,TCRGV02-01,TRGV2*01,TRGV2
TCRGV02-01*01,TCRGV02-01*01,TRGV2*01,TRGV2
TCRGV03,TCRGV03,TRGV3*01,TRGV3
TCRGV03*01,TCRGV03*01,TRGV3*01,TRGV3
TCRGV03-01,TCRGV03-01,TRGV3*01,TRGV3
TCRGV03-01*01,TCRGV03-01*01,TRGV3*01,TRGV3
TCRGV06,TCRGV06,TRGV6*01,TRGV6
TCRGV06*01,TCRGV06*01,TRGV6*01,TRGV6
TCRGV06-01,TCRGV06-01,TRGV6*01,TRGV6
TCRGV06-01*01,TCRGV06-01*01,TRGV6*01,TRGV6
TCRGV08,TCRGV08,TRGV8*01,TRGV8
TCRGV08*01,TCRGV08*01,TRGV8*01,TRGV8
TCRGV08-01,TCRGV08-01,TRGV8*01,TRGV8
TCRGV08-01*01,TCRGV08-01*01,TRGV8*01,TRGV8
TCRGV09,TCRGV09,TRGV9*01,TRGV9
TCRGV09*01,TCRGV09*01,TRGV9*01,TRGV9
TCRGV09-01,TCRGV09-01,TRGV9*01,TRGV9
TCRGV09-01*01,TCRGV09-01*01,TRGV9*01,TRGV9
TCRGV10,TCRGV10,TRGV10*01,TRGV10
TCRGV10*01,TCRGV10*01,TRGV10*01,TRGV10
TCRGV10-01,TCRGV10-01,TRGV10*01,TRGV10
TCRGV10-01*01,TCRGV10-01*01,TRGV10*01,TRGV10
TCRGV11,TCRGV11,TRGV11*01,TRGV11
TCRGV11*01,TCRGV11*01,TRGV11*01,TRGV11
TCRGV11-01,TCRGV11-01,TRGV11*01,TRGV11
TCRGV11-01*01,TCRGV11-01*01,TRGV11*01,TRGV11
TCRGVA,TCRGVA,TRGVA*01,TRGVA
TCRGVA*01,TCRGVA*01,TRGVA*01,TRGVA
TCRGVA-01,TCRGVA-01,TRGVA*01,TRGVA
TCRGVA-01*01,TCRGVA-01*01,TRGVA*01,TRGVA
TCRGVB,TCRGVB,TRGVB*01,TRGVB
TCRGVB*01,TCRGVB*01,TRGVB*01,TRGVB
TCRGVB-01,TCRGVB-01,TRGVB*01,TRGVB
TCRGVB-01*01,TCRGVB-01*01,TRGVB*01,TRGVB
TCRGVD,TCRGVD,TRGVD*01,TRGVD
TCRGVD*01,TCRGVD*01,TRGVD*01,TRGVD
TCRGVD-01,TCRGVD-01,TRGVD*01,TRGVD
TCRGVD-01*01,TCRGVD-01*01,TRGVD*01,TRGVD
