adaptive,adaptivev2,imgt,tenx
TCRBV12-05,TCRBV12-05,TRBV12-5*01,TRBV12-5
TCRBV12-05*01,TCRBV12-05*01,TRBV12-5*01,TRBV12-5
TCRBV13,TCRBV13,TRBV13*01,TRBV13
TCRBV13*01,TCRBV13*01,TRBV13*01,TRBV13
TCRBV13*02,TCRBV13*02,TRBV13*02,TRBV13
TCRBV13-01,TCRBV13-01,TRBV13*01,TRBV13
TCRBV13-01*01,TCRBV13-01*01,TRBV13*01,TRBV13
TCRBV13-01*02,TCRBV13-01*02,TRBV13*02,TRBV13
TCRBV14,TCRBV14,TRBV14*01,TRBV14
TCRBV14*01,TCRBV14*01,TRBV14*01,TRBV14
TCRBV14*02,TCRBV14*02,TRBV14*02,TRBV14
TCRBV14-01,TCRBV14-01,TRBV14*01,TRBV14
TCRBV14-01*01,TCRBV14-01*01,TRBV14*01,TRBV14
TCRBV14-01*02,TCRBV14-01*02,TRBV14*02,TRBV14
TCRBV15,TCRBV15,TRBV15*01,TRBV15
TCRBV15*01,TCRBV15*01,TRBV15*01,TRBV15
TCRBV15*02,TCRBV15*02,TRBV15*02,TRBV15
TCRBV15*03,TCRBV15*03,TRBV15*03,TRBV15
TCRBV15-01,TCRBV15-01,TRBV15*01,TRBV15
TCRBV15-01*01,TCRBV15-01*01,TRBV15*01,TRBV15
TCRBV15-01*02,TCRBV15-01*02,TRBV15*02,TRBV15
TCRBV15-01*03,TCRBV15-01*03,TRBV15*03,TRBV15
TCRBV16,TCRBV16,TRBV16*01,TRBV16
TCRBV16*01,TCRBV16*01,TRBV16*01,TRBV16
TCRBV16*02,TCRBV16*02,TRBV16*02,TRBV16
TCRBV16*03,TCRBV16*03,TRBV16*03,TRBV16
TCRBV16-01,TCRBV16-01,TRBV16*01,TRBV16
TCRBV16-01*01,TCRBV16-01*01,TRBV16*01,TRBV16
TCRBV16-01*02,TCRBV16-01*02,TRBV16*02,TRBV16
TCRBV16-01*03,TCRBV16-01*03,TRBV16*03,TRBV16
TCRBV17,TCRBV17,TRBV17*01,TRBV17
TCRBV17*01,TCRBV17*01,TRBV17*01,TRBV17
TCRBV17*02,TCRBV17*02,TRBV17*02,TRBV17
TCRBV17-01,TCRBV17-01,TRBV17*01,TRBV17
TCRBV17-01*01,TCRBV17-01*01,TRBV17*01,TRBV17
TCRBV17-01*02,TCRBV17-01*02,TRBV17*02,TRBV17
TCRBV18,TCRBV18,TRBV18*01,TRBV18
TCRBV18*01,TCRBV18*01,TRBV18*01,TRBV18
TCRBV18-01,TCRBV18-01,TRBV18*01,TRBV18
TCRBV18-01*01,TCRBV18-01*01,TRBV18*01,TRBV18
TCRBV19,TCRBV19,TRBV19*01,TRBV19
TCRBV19*01,TCRBV19*01,TRBV19*01,TRBV19
TCRBV19*02,TCRBV19*02,TRBV19*02,TRBV19
TCRBV19*03,TCRBV19*03,TRBV19*03,TRBV19
TCRBV19-01,TCRBV19-01,TRBV19*01,TRBV19
TCRBV19-01*01,TCRBV19-01*01,TRBV19*01,TRBV19
TCRBV19-01*02,TCRBV19-01*02,TRBV19*02,TRBV19
TCRBV19-01*03,TCRBV19-01*03,TRBV19*03,TRBV19
TCRBV20,TCRBV20,TRBV20-1*01,TRBV20-1
TCRBV20*01,TCRBV20*01,TRBV20-1*01,TRBV20-1
TCRBV20*02,TCRBV20*02,TRBV20-1*02,TRBV20-1
TCRBV20*03,TCRBV20*03,TRBV20-1*03,TRBV20-1
TCRBV20*04,TCRBV20*04,TRBV20-1*04,TRBV20-1
TCRBV20*05,TCRBV20*05,TRBV20-1*05,TRBV20-1
TCRBV20*06,TCRBV20*06,TRBV20-1*06,TRBV20-1
TCRBV20*07,TCRBV20*07,TRBV20-1*07,TRBV20-1
TCRBV20-01,TCRBV20-01,TRBV20-1*01,TRBV20-1
TCRBV20-01*01,TCRBV20-01*01,TRBV20-1*01,TRBV20-1
TCRBV20-01*02,TCRBV20-01*02,TRBV20-1*02,TRBV20-1
TCRBV20-01*03,TCRBV20-01*03,TRBV20-1*03,TRBV20-1
TCRBV20-01*04,TCRBV20-01*04,TRBV20-1*04,TRBV20-1
TCRBV20-01*05,TCRBV20-01*05,TRBV20-1*05,TRBV20-1
TCRBV20-01*06,TCRBV20-01*06,TRBV20-1*06,TRBV20-1
TCRBV20-01*07,TCRBV20-01*07,TRBV20-1*07,TRBV20-1
TCRBV20-or09_02,TCRBV20-or09_02,TRBV20/OR9-2*01,TRBV20/OR9-2
TCRBV20-or09_02*01,TCRBV20-or09_02*01,TRBV20/OR9-2*01,TRBV20/OR9-2
TCRBV20-or09_02*02,TCRBV20-or09_02*02,TRBV20/OR9-2*02,TRBV20/OR9-2
TCRBV20-or09_02*03,TCRBV20-or09_02*03,TRBV20/OR9-2*03,TRBV20/OR9-2
TCRBV21,TCRBV21,TRBV21-1*01,TRBV21-1
TCRBV21*01,TCRBV21*01,TRBV21-1*01,TRBV21-1
TCRBV21*02,TCRBV21*02,TRBV21-1*02,TRBV21-1
TCRBV21-01,TCRBV21-01,TRBV21-1*01,TRBV21-1
TCRBV21-01*01,TCRBV21-01*01,TRBV21-1*01,TRBV21-1
TCRBV21-01*02,TCRBV21-01*02,TRBV21-1*02,TRBV21-1
TCRBV21-or09_02,TCRBV21-or09_02,TRBV21/OR9-2*01,TRBV21/OR9-2
TCRBV21-or09_02*01,TCRBV21-or09_02*01,TRBV21/OR9-2*01,TRBV21/OR9-2
TCRBV22,TCRBV22,TRBV22-1*01,TRBV22-1
TCRBV22*01,TCRBV22*01,TRBV22-1*01,TRBV22-1
TCRBV22-01,TCRBV22-01,TRBV22-1*01,TRBV22-1
TCRBV22-01*01,TCRBV22-01*01,TRBV22-1*01,TRBV22-1
TCRBV22-or09_02,TCRBV22-or09_02,TRBV22/OR9-2*01,TRBV22/OR9-2
TCRBV22-or09_02*01,TCRBV22-or09_02*01,TRBV22/OR9-2*01,TRBV22/OR9-2
TCRBV23,TCRBV23,TRBV23-1*01,TRBV23-1
TCRBV23*01,TCRBV23*01,TRBV23-1*01,TRBV23-1
TCRBV23-01,TCRBV23-01,TRBV23-1*01,TRBV23-1
TCRBV23-01*01,TCRBV23-01*01,TRBV23-1*01,TRBV23-1
TCRBV23-or09_02,TCRBV23-or09_02,TRBV23/OR9-2*01,TRBV23/OR9-2
TCRBV23-or09_02*01,TCRBV23-or09_02*01,TRBV23/OR9-2*01,TRBV23/OR9-2
TCRBV23-or09_02*02,TCRBV23-or09_02*02,TRBV23/OR9-2*02,TRBV23/OR9-2
TCRBV24,TCRBV24,TRBV24-1*01,TRBV24-1
TCRBV24*01,TCRBV24*01,TRBV24-1*01,TRBV24-1
TCRBV24*02,TCRBV24*02,TRBV24-1*02,TRBV24-1
TCRBV24-01,TCRBV24-01,TRBV24-1*01,TRBV24-1
TCRBV24-01*01,TCRBV24-01*01,TRBV24-1*01,TRBV24-1
TCRBV24-01*02,TCRBV24-01*02,TRBV24-1*02,TRBV24-1
TCRBV24-or09_02,TCRBV24-or09_02,TRBV24/OR9-2*01,TRBV24/OR9-2
TCRBV24-or09_02*01,TCRBV24-or09_02*01,TRBV24/OR9-2*01,TRBV24/OR9-2
TCRBV24-or09_02*02,TCRBV24-or09_02*02,TRBV24/OR9-2*02,TRBV24/OR9-2
TCRBV24-or09_02*03,TCRBV24-or09_02*03,TRBV24/OR9-2*03,TRBV24/OR9-2
TCRBV25,TCRBV25,TRBV25-1*01,TRBV25-1
TCRBV25*01,TCRBV25*01,TRBV25-1*01,TRBV25-1
TCRBV25-01,TCRBV25-01,TRBV25-1*01,TRBV25-1
TCRBV25-01*01,TCRBV25-01*01,TRBV25-1*01,TRBV25-1
TCRBV25-or09_02,TCRBV25-or09_02,TRBV25/OR9-2*01,TRBV25/OR9-2
TCRBV25-or09_02*01,TCRBV25-or09_02*01,TRBV25/OR9-2*01,TRBV25/OR9-2
TCRBV25-or09_02*02,TCRBV25-or09_02*02,TRBV25/OR9-2*02,TRBV25/OR9-2
TCRBV26,TCRBV26,TRBV26*01,TRBV26
TCRBV26*01,TCRBV26*01,TRBV26*01,TRBV26
TCRBV26-01,TCRBV26-01,TRBV26*01,TRBV26
TCRBV26-01*01,TCRBV26-01*01,TRBV26*01,TRBV26
TCRBV26-or09_02,TCRBV26-or09_02,TRBV26/OR9-2*01,TRBV26/OR9-2
TCRBV26-or09_02*01,TCRBV26-or09_02*01,TRBV26/OR9-2*01,TRBV26/OR9-2
TCRBV26-or09_02*02,TCRBV26-or09_02*02,TRBV26/OR9-2*02,TRBV26/OR9-2
TCRBV27,TCRBV27,TRBV27*01,TRBV27
TCRBV27*01,TCRBV27*01,TRBV27*01,TRBV27
TCRBV27-01,TCRBV27-01,TRBV27*01,TRBV27
TCRBV27-01*01,TCRBV27-01*01,TRBV27*01,TRBV27
TCRBV28,TCRBV28,TRBV28*01,TRBV28
TCRBV28*01,TCRBV28*01,TRBV28*01,TRBV28
TCRBV28-01,TCRBV28-01,TRBV28*01,TRBV28
TCRBV28-01*01,TCRBV28-01*01,TRBV28*01,TRBV28
TCRBV29,TCRBV29,TRBV29-1*01,TRBV29-1
TCRBV29*01,TCRBV29*01,TRBV29-1*01,TRBV29-1
TCRBV29*02,TCRBV29*02,TRBV29-1*02,TRBV29-1
TCRBV29*03,TCRBV29*03,TRBV29-1*03,TRBV29-1
TCRBV29-01,TCRBV29-01,TRBV29-1*01,TRBV29-1
TCRBV29-01*01,TCRBV29-01*01,TRBV29-1*01,TRBV29-1
TCRBV29-01*02,TCRBV29-01*02,TRBV29-1*02,TRBV29-1
TCRBV29-01*03,TCRBV29-01*03,TRBV29-1*03,TRBV29-1
TCRBV29-or09_02,TCRBV29-or09_02,TRBV29/OR9-2*01,TRBV29/OR9-2
TCRBV29-or09_02*01,TCRBV29-or09_02*01,TRBV29/OR9-2*01,TRBV29/OR9-2
TCRBV29-or09_02*02,TCRBV29-or09_02*02,TRBV29/OR9-2*02,TRBV29/OR9-2
TCRBV30,TCRBV30,TRBV30*01,TRBV30
TCRBV30*01,TCRBV30*01,TRBV30*01,TRBV30
TCRBV30*02,TCRBV30*02,TRBV30*02,TRBV30
TCRBV30*03,TCRBV30*03,TRBV30*03,TRBV30
TCRBV30*04,TCRBV30*04,TRBV30*04,TRBV30
TCRBV30*05,TCRBV30*05,TRBV30*05,TRBV30
TCRBV30-01,TCRBV30-01,TRBV30*01,TRBV30
TCRBV30-01*01,TCRBV30-01*01,TRBV30*01,TRBV30
TCRBV30-01*02,TCRBV30-01*02,TRBV30*02,TRBV30
TCRBV30-01*03,TCRBV30-01*03,TRBV30*03,TRBV30
TCRBV30-01*04,TCRBV30-01*04,TRBV30*04,TRBV30
TCRBV30-01*05,TCRBV30-01*05,TRBV30*05,TRBV30
TCRBVA,TCRBVA,TRBVA*01,TRBVA
TCRBVA*01,TCRBVA*01,TRBVA*01,TRBVA
TCRBVA*02,TCRBVA*02,TRBVA*02,TRBVA
TCRBVA-01,TCRBVA-01,TRBVA*01,TRBVA
TCRBVA-01*01,TCRBVA-01*01,TRBVA*01,TRBVA
TCRBVA-01*02,TCRBVA-01*02,TRBVA*02,TRBVA
TCRBVA-or09_02,TCRBVA-or09_02,TRBVA/OR9-2*01,TRBVA/OR9-2
TCRBVA-or09_02*01,TCRBVA-or09_02*01,TRBVA/OR9-2*01,TRBVA/OR9-2
TCRBVB,TCRBVB,TRBVB*01,TRBVB
TCRBVB*01,TCRBVB*01,TRBVB*01,TRBVB
TCRBVB*02,TCRBVB*02,TRBVB*02,TRBVB
TCRBVB-01,TCRBVB-01,TRBVB*01,TRBVB
TCRBVB-01*01,TCRBVB-01*01,TRBVB*01,TRBVB
TCRBVB-01*02,TCRBVB-01*02,TRBVB*02,TRBVB
TCRDD01,TCRDD01,TRDD1*01,TRDD1
TCRDD01*01,TCRDD01*01,TRDD1*01,TRDD1
TCRDD01-01,TCRDD01-01,TRDD1*01,TRDD1
TCRDD01-01*01,TCRDD01-01*01,TRDD1*01,TRDD1
TCRDD02,TCRDD02,TRDD2*01,TRDD2
TCRDD02*01,TCRDD02*01,TRDD2*01,TRDD2
TCRDD02-01,TCRDD02-01,TRDD2*01,TRDD2
TCRDD02-01*01,TCRDD02-01*01,TRDD2*01,TRDD2
TCRDD03,TCRDD03,TRDD3*01,TRDD3
TCRDD03*01,TCRDD03*01,TRDD3*01,TRDD3
TCRDD03-01,TCRDD03-01,TRDD3*01,TRDD3
TCRDD03-01*01,TCRDD03-01*01,TRDD3*01,TRDD3
TCRDJ01,TCRDJ01,TRDJ1*01,TRDJ1
TCRDJ01*01,TCRDJ01*01,TRDJ1*01,TRDJ1
TCRDJ01-01,TCRDJ01-01,TRDJ1*01,TRDJ1
TCRDJ01-01*01,TCRDJ01-01*01,TRDJ1*01,TRDJ1
TCRDJ02,TCRDJ02,TRDJ2*01,TRDJ2
TCRDJ02*01,TCRDJ02*01,TRDJ2*01,TRDJ2
TCRDJ02-01,TCRDJ02-01,TRDJ2*01,TRDJ2
TCRDJ02-01*01,TCRDJ02-01*01,TRDJ2*01,TRDJ2
TCRDJ03,TCRDJ03,TRDJ3*01,TRDJ3
TCRDJ03*01,TCRDJ03*01,TRDJ3*01,TRDJ3
TCRDJ03-01,TCRDJ03-01,TRDJ3*01,TRDJ3
TCRDJ03-01*01,TCRDJ03-01*01,TRDJ3*01,TRDJ3
TCRDJ04,TCRDJ04,TRDJ4*01,TRDJ4
TCRDJ04*01,TCRDJ04*01,TRDJ4*01,TRDJ4
TCRDJ04-01,TCRDJ04-01,TRDJ4*01,TRDJ4
TCRDJ04-01*01,TCRDJ04-01*01,TRDJ4*01,TRDJ4
TCRDV01,TCRDV01,TRDV1*01,TRDV1
TCRDV01*01,TCRDV01*01,TRDV1*01,TRDV1
TCRDV01-01,TCRDV01-01,TRDV1*01,TRDV1
TCRDV01-01*01,TCRDV01-01*01,TRDV1*01,TRDV1
TCRDV02,TCRDV02,TRDV2*01,TRDV2
TCRDV02*01,TCRDV02*01,TRDV2*01,TRDV2
TCRDV02*02,TCRDV02*02,TRDV2*02,TRDV2
TCRDV02*03,TCRDV02*03,TRDV2*03,TRDV2
TCRDV02-01,TCRDV02-01,TRDV2*01,TRDV2
TCRDV02-01*01,TCRDV02-01*01,TRDV2*01,TRDV2
TCRDV02-01*02,TCRDV02-01*02,TRDV2*02,TRDV2
TCRDV02-01*03,TCRDV02-01*03,TRDV2*03,TRDV2
TCRDV03,TCRDV03,TRDV3*01,TRDV3
TCRDV03*01,TCRDV03*01,TRDV3*01,TRDV3
TCRDV03*02,TCRDV03*02,TRDV3*02,TRDV3
TCRDV03-01,TCRDV03-01,TRDV3*01,TRDV3
TCRDV03-01*01,TCRDV03-01*01,TRDV3*01,TRDV3
TCRDV03-01*02,TCRDV03-01*02,TRDV3*02,TRDV3
TCRGJ01,TCRGJ01,TRGJ1*01,TRGJ1
TCRGJ01*01,TCRGJ01*01,TRGJ1*01,TRGJ1
TCRGJ01*02,TCRGJ01*02,TRGJ1*02,TRGJ1
TCRGJ01-01,TCRGJ01-01,TRGJ1*01,TRGJ1
TCRGJ01-01*01,TCRGJ01-01*01,TRGJ1*01,TRGJ1
TCRGJ01-01*02,TCRGJ01-01*02,TRGJ1*02,TRGJ1
TCRGJ02,TCRGJ02,TRGJ2*01,TRGJ2
TCRGJ02*01,TCRGJ02*01,TRGJ2*01,TRGJ2
TCRGJ02-01,TCRGJ02-01,TRGJ2*01,TRGJ2
TCRGJ02-01*01,TCRGJ02-01*01,TRGJ2*01,TRGJ2
TCRGJP,TCRGJP,TRGJP*01,TRGJP
TCRGJP*01,TCRGJP*01,TRGJP*01,TRGJP
TCRGJP-01,TCRGJP-01,TRGJP*01,TRGJP
TCRGJP-01*01,TCRGJP-01*01,TRGJP*01,TRGJP
TCRGJP01,TCRGJP01,TRGJP1*01,TRGJP1
TCRGJP01*01,TCRGJP01*01,TRGJP1*01,TRGJP1
TCRGJP01-01,TCRGJP01-01,TRGJP1*01,TRGJP1
TCRGJP01-01*01,TCRGJP01-01*01,TRGJP1*01,TRGJP1
TCRGJP02,TCRGJP02,TRGJP2*01,TRGJP2
TCRGJP02*01,TCRGJP02*01,TRGJP2*01,TRGJP2
TCRGJP02-01,TCRGJP02-01,TRGJP2*01,TRGJP2
TCRGJP02-01*01,TCRGJP02-01*01,TRGJP2*01,TRGJP2
TCRGV01,TCRGV01,TRGV1*01,TRGV1
TCRGV01*01,TCRGV01*01,TRGV1*01,TRGV1
TCRGV01-01,TCRGV01-01,TRGV1*01,TRGV1
TCRGV01-01*01,TCRGV01-01*01,TRGV1*01,TRGV1
TCRGV02,TCRGV02,TRGV2*01,TRGV2
TCRGV02*01,TCRGV02*01,TRGV2*01,TRGV2
TCRGV02*02,TCRGV02*02,TRGV2*02,TRGV2
TCRGV02*03,TCRGV02*03,TRGV2*03,TRGV2
TCRGV02-01,TCRGV02-01,TRGV2*01,TRGV2
TCRGV02-01*01,TCRGV02-01*01,TRGV2*01,TRGV2
TCRGV02-01*02,TCRGV02-01*02,TRGV2*02,TRGV2
TCRGV02-01*03,TCRGV02-01*03,TRGV2*03,TRGV2
TCRGV03,TCRGV03,TRGV3*01,TRGV3
TCRGV03*01,TCRGV03*01,TRGV3*01,TRGV3
TCRGV03*02,TCRGV03*02,TRGV3*02,TRGV3
TCRGV03-01,TCRGV03-01,TRGV3*01,TRGV3
TCRGV03-01*01,TCRGV03-01*01,TRGV3*01,TRGV3
TCRGV03-01*02,TCRGV03-01*02,TRGV3*02,TRGV3
TCRGV04,TCRGV04,TRGV4*01,TRGV4
TCRGV04*01,TCRGV04*01,TRGV4*01,TRGV4
TCRGV04*02,TCRGV04*02,TRGV4*02,TRGV4
TCRGV04-01,TCRGV04-01,TRGV4*01,TRGV4
TCRGV04-01*01,TCRGV04-01*01,TRGV4*01,TRGV4
TCRGV04-01*02,TCRGV04-01*02,TRGV4*02,TRGV4
TCRGV05,TCRGV05,TRGV5*01,TRGV5
TCRGV05*01,TCRGV05*01,TRGV5*01,TRGV5
TCRGV05-01,TCRGV05-01,TRGV5*01,TRGV5
TCRGV05-01*01,TCRGV05-01*01,TRGV5*01,TRGV5
TCRGV06,TCRGV06,TRGV6*01,TRGV6
TCRGV06*01,TCRGV06*01,TRGV6*01,TRGV6
TCRGV06*02,TCRGV06*02,TRGV6*02,TRGV6
TCRGV06-01,TCRGV06-01,TRGV6*01,TRGV6
TCRGV06-01*01,TCRGV06-01*01,TRGV6*01,TRGV6
TCRGV06-01*02,TCRGV06-01*02,TRGV6*02,TRGV6
TCRGV07,TCRGV07,TRGV7*01,TRGV7
TCRGV07*01,TCRGV07*01,TRGV7*01,TRGV7
TCRGV07-01,TCRGV07-01,TRGV7*01,TRGV7
TCRGV07-01*01,TCRGV07-01*01,TRGV7*01,TRGV7
TCRGV08,TCRGV08,TRGV8*01,TRGV8
TCRGV08*01,TCRGV08*01,TRGV8*01,TRGV8
TCRGV08-01,TCRGV08-01,TRGV8*01,TRGV8
TCRGV08-01*01,TCRGV08-01*01,TRGV8*01,TRGV8
TCRGV09,TCRGV09,TRGV9*01,TRGV9
TCRGV09*01,TCRGV09*01,TRGV9*01,TRGV9
TCRGV09*02,TCRGV09*02,TRGV9*02,TRGV9
TCRGV09-01,TCRGV09-01,TRGV9*01,TRGV9
TCRGV09-01*01,TCRGV09-01*01,TRGV9*01,TRGV9
TCRGV09-01*02,TCRGV09-01*02,TRGV9*02,TRGV9
TCRGV10,TCRGV10,TRGV10*01,TRGV10
TCRGV10*01,TCRGV10*01,TRGV10*01,TRGV10
TCRGV10*02,TCRGV10*02,TRGV10*02,TRGV10
TCRGV10-01,TCRGV10-01,TRGV10*01,TRGV10
TCRGV10-01*01,TCRGV10-01*01,TRGV10*01,TRGV10
TCRGV10-01*02,TCRGV10-01*02,TRGV10*02,TRGV10
TCRGV11,TCRGV11,TRGV11*01,TRGV11
TCRGV11*01,TCRGV11*01,TRGV11*01,TRGV11
TCRGV11*02,TCRGV11*02,TRGV11*02,TRGV11
TCRGV11-01,TCRGV11-01,TRGV11*01,TRGV11
TCRGV11-01*01,TCRGV11-01*01,TRGV11*01,TRGV11
TCRGV11-01*02,TCRGV11-01*02,TRGV11*02,TRGV11
TCRGV5P,TCRGV5P,TRGV5P*01,TRGV5P
TCRGV5P*01,TCRGV5P*01,TRGV5P*01,TRGV5P
TCRGV5P*02,TCRGV5P*02,TRGV5P*02,TRGV5P
TCRGV5P-01,TCRGV5P-01,TRGV5P*01,TRGV5P
TCRGV5P-01*01,TCRGV5P-01*01,TRGV5P*01,TRGV5P
TCRGV5P-01*02,TCRGV5P-01*02,TRGV5P*02,TRGV5P
TCRGVA,TCRGVA,TRGVA*01,TRGVA
TCRGVA*01,TCRGVA*01,TRGVA*01,TRGVA
TCRGVA-01,TCRGVA-01,TRGVA*01,TRGVA
TCRGVA-01*01,TCRGVA-01*01,TRGVA*01,TRGVA
TCRGVB,TCRGVB,TRGVB*01,TRGVB
TCRGVB*01,TCRGVB*01,TRGVB*01,TRGVB
TCRGVB*02,TCRGVB*02,TRGVB*02,TRGVB
TCRGVB-01,TCRGVB-01,TRGVB*01,TRGVB
TCRGVB-01*01,TCRGVB-01*01,TRGVB*01,TRGVB
TCRGVB-01*02,TCRGVB-01*02,TRGVB*02,TRGVB
